Campaign_ID,Campaign_Name,Marketing_Channel,Start_Date,End_Date,Impressions,Clicks,Conversions,Total_Spend,Revenue_Generated,Location,Age_Group,Gender,Duration_Days,ROI,CTR,Conversion_Rate,CPA
CMP950,Seasonal Steals,Social Media,2022-06-27,2024-02-25,66588.8,20788.8,5908.8,3265.344,8635.248,Baia Mare,45-54,Male,608,1.645,0.312,0.284,0.553
CMP951,Deal of the Day,Influencer Marketing,2022-11-10,2024-07-28,47513.6,31219.2,19379.2,6537.456,14534.88,Galați,45-54,Female,626,1.223,0.657,0.621,0.337
CMP952,Flash Sale Frenzy,Influencer Marketing,2023-01-29,2024-09-26,5982.4,5084.8,1620.8,631.824,1263.856,Galați,25-34,Female,606,1.0,0.85,0.319,0.39
CMP953,Cart to Couch,Paid Ads,2022-12-05,2024-08-16,79004.8,47764.8,36078.4,7402.512,23855.296,Suceava,25-34,Male,620,2.223,0.605,0.755,0.205
CMP954,Cart to Couch,Paid Ads,2022-07-30,2024-03-25,68718.4,27768.0,1041.6,3810.752,7172.992,Suceava,18-24,Male,604,0.882,0.404,0.038,3.659
CMP955,Deal of the Day,Social Media,2022-06-13,2024-03-03,59396.8,1393.6,256.0,2631.248,9269.12,Târgu Mureș,25-34,Male,629,2.523,0.023,0.184,10.278
CMP956,Cart to Couch,Social Media,2023-01-01,2024-09-20,63716.8,61574.4,54054.4,5082.288,20187.456,Târgu Mureș,35-44,Male,628,2.972,0.966,0.878,0.094
CMP957,Cart to Couch,Influencer Marketing,2022-08-14,2024-04-16,64265.6,44209.6,27672.0,7652.416,13624.976,Baia Mare,25-34,Male,611,0.78,0.688,0.626,0.277
CMP958,Flash Sale Frenzy,Paid Ads,2022-07-24,2024-04-09,65680.0,12952.0,11299.2,3819.184,7774.016,Baia Mare,25-34,Female,625,1.036,0.197,0.872,0.338
CMP959,Seasonal Steals,Social Media,2022-06-09,2024-02-13,62872.0,18400.0,9955.2,343.056,1204.208,Baia Mare,35-44,Female,614,2.51,0.293,0.541,0.034
CMP960,Seasonal Steals,Influencer Marketing,2023-01-03,2024-09-07,64720.0,62073.6,20440.0,4091.248,7822.608,Baia Mare,25-34,Male,613,0.912,0.959,0.329,0.2
CMP961,Shop & Share,Influencer Marketing,2022-06-06,2024-02-24,50878.4,48564.8,30019.2,6306.384,15927.024,Baia Mare,45-54,Male,628,1.526,0.955,0.618,0.21
CMP962,Flash Sale Frenzy,Influencer Marketing,2022-07-24,2024-04-06,66852.8,1969.6,406.4,623.68,2009.28,Târgu Mureș,55+,Female,622,2.222,0.029,0.206,1.535
CMP963,Deal of the Day,Paid Ads,2022-12-10,2024-08-07,77171.2,58131.2,36521.6,7131.792,24179.44,Bacău,55+,Female,606,2.39,0.753,0.628,0.195
CMP964,Flash Sale Frenzy,Paid Ads,2022-05-12,2024-01-12,43588.8,27297.6,12003.2,3432.672,4364.112,Baia Mare,35-44,Male,610,0.271,0.626,0.44,0.286
CMP965,Seasonal Steals,Social Media,2023-02-11,2024-10-22,4080.0,2640.0,1848.0,1876.096,2817.568,Târgu Mureș,25-34,Male,619,0.502,0.647,0.7,1.015
CMP966,Seasonal Steals,Social Media,2022-08-05,2024-04-17,68049.6,42416.0,21067.2,6682.304,22678.048,Bacău,55+,Male,621,2.394,0.623,0.497,0.317
CMP967,Flash Sale Frenzy,Paid Ads,2022-11-27,2024-08-14,76928.0,20099.2,3897.6,5313.952,7781.76,Bacău,18-24,Female,626,0.464,0.261,0.194,1.363
CMP968,Deal of the Day,Influencer Marketing,2022-08-28,2024-04-28,45643.2,37369.6,23243.2,2472.512,7432.432,Târgu Mureș,45-54,Male,609,2.006,0.819,0.622,0.106
CMP969,Shop & Share,Social Media,2022-11-13,2024-07-14,36467.2,12724.8,11395.2,6042.752,20963.68,Baia Mare,45-54,Male,609,2.469,0.349,0.896,0.53
CMP970,Deal of the Day,Social Media,2023-02-23,2024-11-03,56728.0,47633.6,18164.8,5907.408,15555.568,Galați,18-24,Male,619,1.633,0.84,0.381,0.325
CMP971,Flash Sale Frenzy,Social Media,2022-08-26,2024-05-10,38577.6,3238.4,996.8,1111.68,2183.456,Bacău,45-54,Male,623,0.964,0.084,0.308,1.115
CMP972,Wishlist Wonders,Email,2023-01-23,2024-09-23,41798.4,38152.0,7230.4,2197.008,3283.344,Târgu Mureș,55+,Female,609,0.494,0.913,0.19,0.304
CMP973,Wishlist Wonders,Influencer Marketing,2022-07-11,2024-04-01,78662.4,28644.8,25883.2,4870.16,14415.072,Târgu Mureș,25-34,Male,630,1.96,0.364,0.904,0.188
CMP974,Seasonal Steals,Social Media,2022-05-19,2024-01-17,40995.2,36528.0,27236.8,2787.28,4683.392,Baia Mare,18-24,Male,608,0.68,0.891,0.746,0.102
CMP975,Deal of the Day,Social Media,2022-07-05,2024-03-26,35206.4,6704.0,3918.4,305.52,531.776,Suceava,18-24,Male,630,0.741,0.19,0.584,0.078
CMP976,Deal of the Day,Email,2023-01-21,2024-10-02,17201.6,9659.2,8150.4,6093.424,20586.064,Bacău,25-34,Male,620,2.378,0.562,0.844,0.748
CMP977,Wishlist Wonders,Paid Ads,2022-11-20,2024-07-13,57865.6,46460.8,25561.6,983.12,2064.144,Galați,25-34,Male,601,1.1,0.803,0.55,0.038
CMP978,Shop & Share,Social Media,2022-10-24,2024-07-15,67422.4,24214.4,18657.6,4900.32,11642.464,Bacău,25-34,Female,630,1.376,0.359,0.771,0.263
CMP979,Cart to Couch,Social Media,2022-08-16,2024-04-16,16915.2,16036.8,2601.6,2466.688,5767.92,Baia Mare,18-24,Male,609,1.338,0.948,0.162,0.948
CMP980,Wishlist Wonders,Social Media,2022-08-21,2024-04-22,47982.4,47209.6,7193.6,3607.648,11327.136,Bacău,25-34,Male,610,2.14,0.984,0.152,0.502
CMP981,Wishlist Wonders,Email,2022-08-06,2024-04-27,16705.6,1779.2,144.0,3053.792,9074.4,Galați,25-34,Male,630,1.972,0.107,0.081,21.207
CMP982,Shop & Share,Email,2022-10-05,2024-06-09,12772.8,5086.4,4408.0,1629.984,3532.4,Baia Mare,18-24,Male,613,1.167,0.398,0.867,0.37
CMP983,Flash Sale Frenzy,Social Media,2022-11-20,2024-08-03,61187.2,52648.0,51252.8,2427.104,4672.144,Târgu Mureș,25-34,Female,622,0.925,0.86,0.973,0.047
CMP984,Shop & Share,Influencer Marketing,2022-07-29,2024-04-12,24211.2,10649.6,1163.2,3126.288,7473.552,Baia Mare,45-54,Female,623,1.391,0.44,0.109,2.688
CMP985,Wishlist Wonders,Social Media,2022-05-27,2024-01-23,60700.8,54923.2,21844.8,7472.672,27816.336,Suceava,25-34,Male,606,2.722,0.905,0.398,0.342
CMP986,Shop & Share,Influencer Marketing,2022-08-14,2024-05-01,39945.6,20953.6,7904.0,3043.104,11485.664,Baia Mare,45-54,Male,626,2.774,0.525,0.377,0.385
CMP987,Cart to Couch,Social Media,2022-07-23,2024-03-19,33809.6,24587.2,8318.4,1401.776,1973.808,Suceava,45-54,Male,605,0.408,0.727,0.338,0.169
CMP988,Shop & Share,Paid Ads,2022-12-06,2024-08-07,45096.0,31545.6,26513.6,3713.328,14692.672,Suceava,55+,Female,610,2.957,0.7,0.84,0.14
CMP989,Wishlist Wonders,Paid Ads,2022-11-22,2024-07-21,72124.8,58737.6,31792.0,4623.68,13659.712,Baia Mare,35-44,Male,607,1.954,0.814,0.541,0.145
CMP990,Flash Sale Frenzy,Paid Ads,2022-08-06,2024-04-21,39561.6,7616.0,3804.8,1395.28,2515.12,Baia Mare,18-24,Male,624,0.803,0.193,0.5,0.367
CMP991,Flash Sale Frenzy,Influencer Marketing,2022-05-22,2024-01-29,35641.6,34942.4,28425.6,2861.888,9734.464,Galați,18-24,Male,617,2.401,0.98,0.813,0.101
CMP992,Flash Sale Frenzy,Email,2023-01-10,2024-09-26,34953.6,22059.2,1777.6,2991.008,9339.856,Târgu Mureș,45-54,Female,625,2.123,0.631,0.081,1.683
CMP993,Flash Sale Frenzy,Paid Ads,2022-06-08,2024-02-02,63240.0,24950.4,8353.6,7672.352,24524.848,Galați,35-44,Female,604,2.197,0.395,0.335,0.918
CMP994,Cart to Couch,Email,2022-08-10,2024-04-21,11158.4,7892.8,5251.2,2976.992,7296.304,Târgu Mureș,35-44,Female,620,1.451,0.707,0.665,0.567
CMP995,Seasonal Steals,Email,2022-06-30,2024-02-28,63576.0,28724.8,947.2,2849.664,9186.016,Târgu Mureș,55+,Male,608,2.224,0.452,0.033,3.009
CMP996,Cart to Couch,Social Media,2022-11-14,2024-07-18,12412.8,8326.4,7569.6,3751.52,6125.264,Bacău,25-34,Male,612,0.633,0.671,0.909,0.496
CMP997,Shop & Share,Paid Ads,2022-12-23,2024-08-17,8524.8,531.2,384.0,7536.592,13921.68,Suceava,25-34,Male,603,0.847,0.062,0.723,19.627
CMP998,Deal of the Day,Influencer Marketing,2023-02-05,2024-10-16,41552.0,40816.0,16340.8,2519.904,4979.936,Târgu Mureș,55+,Female,619,0.976,0.982,0.4,0.154
CMP999,Flash Sale Frenzy,Paid Ads,2022-09-09,2024-05-24,54254.4,3395.2,972.8,4183.616,7469.392,Baia Mare,45-54,Male,623,0.785,0.063,0.287,4.301
CMP1000,Seasonal Steals,Paid Ads,2022-12-06,2024-08-09,50904.0,5796.8,633.6,1667.712,2299.92,Târgu Mureș,55+,Male,612,0.379,0.114,0.109,2.632
CMP1001,Shop & Share,Email,2022-10-13,2024-06-09,5635.2,1334.4,1137.6,775.68,3059.872,Bacău,45-54,Male,605,2.945,0.237,0.853,0.682
CMP1002,Cart to Couch,Paid Ads,2022-11-03,2024-07-08,53360.0,13934.4,6169.6,4807.328,18430.976,Bacău,35-44,Male,613,2.834,0.261,0.443,0.779
CMP1003,Flash Sale Frenzy,Paid Ads,2023-01-16,2024-09-24,20716.8,15374.4,4035.2,1688.288,4524.448,Baia Mare,25-34,Female,617,1.68,0.742,0.262,0.418
CMP1004,Cart to Couch,Influencer Marketing,2022-06-01,2024-01-23,55547.2,51289.6,24812.8,4545.2,13659.408,Bacău,18-24,Male,601,2.005,0.923,0.484,0.183
CMP1005,Shop & Share,Email,2022-12-01,2024-08-14,14873.6,4480.0,3529.6,4864.8,16498.352,Bacău,45-54,Male,622,2.391,0.301,0.788,1.378
CMP1006,Wishlist Wonders,Paid Ads,2023-01-13,2024-09-15,36112.0,23009.6,13638.4,2936.4,8987.776,Târgu Mureș,45-54,Male,611,2.061,0.637,0.593,0.215
CMP1007,Cart to Couch,Social Media,2022-12-01,2024-08-10,58308.8,1267.2,1144.0,1473.776,5871.616,Bacău,25-34,Male,618,2.984,0.022,0.903,1.288
CMP1008,Shop & Share,Influencer Marketing,2022-11-30,2024-08-09,71401.6,30844.8,5289.6,2170.4,4623.728,Suceava,25-34,Male,618,1.13,0.432,0.171,0.41
CMP1009,Cart to Couch,Paid Ads,2023-01-04,2024-09-11,10844.8,4739.2,4318.4,7129.104,14789.328,Galați,55+,Male,616,1.075,0.437,0.911,1.651
CMP1010,Cart to Couch,Paid Ads,2022-12-01,2024-08-17,7854.4,1491.2,6.4,1884.352,3162.112,Galați,45-54,Female,625,0.678,0.19,0.004,294.43
CMP1011,Cart to Couch,Paid Ads,2022-07-15,2024-04-04,64689.6,61350.4,20267.2,419.44,892.528,Târgu Mureș,35-44,Male,629,1.128,0.948,0.33,0.021
CMP1012,Cart to Couch,Paid Ads,2023-03-05,2024-11-11,36945.6,14752.0,2774.4,2876.032,9063.744,Târgu Mureș,45-54,Male,617,2.151,0.399,0.188,1.037
CMP1013,Wishlist Wonders,Email,2023-02-05,2024-10-05,49683.2,10979.2,8180.8,616.784,2432.496,Bacău,55+,Male,608,2.944,0.221,0.745,0.075
CMP1014,Shop & Share,Social Media,2022-11-01,2024-07-13,13428.8,1497.6,550.4,4523.552,13765.472,Baia Mare,55+,Male,620,2.043,0.112,0.368,8.219
CMP1015,Seasonal Steals,Influencer Marketing,2022-08-26,2024-05-06,15278.4,10254.4,6812.8,1819.664,7032.176,Bacău,55+,Male,619,2.865,0.671,0.664,0.267
CMP1016,Shop & Share,Paid Ads,2022-10-12,2024-06-15,25171.2,16889.6,2944.0,6382.32,8403.968,Suceava,35-44,Female,612,0.317,0.671,0.174,2.168
CMP1017,Deal of the Day,Email,2023-03-02,2024-11-01,58496.0,52862.4,8070.4,1263.328,3433.072,Galați,55+,Male,610,1.717,0.904,0.153,0.157
CMP1018,Shop & Share,Email,2022-07-28,2024-03-24,6022.4,2726.4,1073.6,6272.08,14560.048,Târgu Mureș,18-24,Female,605,1.321,0.453,0.394,5.842
CMP1019,Cart to Couch,Email,2022-12-08,2024-08-14,14985.6,9966.4,681.6,5093.984,10823.696,Galați,18-24,Male,615,1.125,0.665,0.068,7.474
CMP1020,Shop & Share,Influencer Marketing,2022-10-23,2024-07-10,2163.2,619.2,284.8,1669.856,6674.624,Suceava,25-34,Female,626,2.997,0.286,0.46,5.863
CMP1021,Cart to Couch,Paid Ads,2022-12-22,2024-08-30,16355.2,3748.8,1332.8,6507.408,23523.328,Galați,55+,Female,617,2.615,0.229,0.356,4.883
CMP1022,Flash Sale Frenzy,Influencer Marketing,2022-09-09,2024-05-17,10910.4,8755.2,1425.6,5247.792,11830.72,Baia Mare,25-34,Female,616,1.254,0.802,0.163,3.681
CMP1023,Wishlist Wonders,Email,2022-09-07,2024-05-16,71686.4,3321.6,2188.8,2997.184,4761.072,Târgu Mureș,45-54,Male,617,0.589,0.046,0.659,1.369
CMP1024,Seasonal Steals,Paid Ads,2022-09-05,2024-05-15,35864.0,35796.8,26936.0,6669.728,8805.52,Bacău,35-44,Male,618,0.32,0.998,0.752,0.248
CMP1025,Shop & Share,Paid Ads,2022-11-29,2024-08-19,23627.2,14953.6,5136.0,2625.68,3321.232,Suceava,45-54,Female,629,0.265,0.633,0.343,0.511
CMP1026,Wishlist Wonders,Influencer Marketing,2023-01-21,2024-10-02,48430.4,33712.0,5516.8,4611.664,16278.768,Baia Mare,25-34,Female,620,2.53,0.696,0.164,0.836
CMP1027,Cart to Couch,Paid Ads,2023-02-14,2024-10-17,76963.2,64147.2,21828.8,5695.28,12624.736,Suceava,18-24,Male,611,1.217,0.833,0.34,0.261
CMP1028,Deal of the Day,Influencer Marketing,2022-08-04,2024-03-28,53105.6,42360.0,38012.8,5501.84,17608.544,Galați,45-54,Female,602,2.2,0.798,0.897,0.145
CMP1029,Shop & Share,Email,2023-01-27,2024-10-04,31614.4,18313.6,10409.6,630.208,2143.488,Baia Mare,18-24,Male,616,2.401,0.579,0.568,0.061
CMP1030,Seasonal Steals,Influencer Marketing,2022-11-27,2024-08-03,42400.0,18737.6,16139.2,1836.8,2712.8,Suceava,45-54,Male,615,0.477,0.442,0.861,0.114
CMP1031,Seasonal Steals,Social Media,2022-07-19,2024-03-14,43772.8,29051.2,1364.8,1744.32,5052.256,Galați,18-24,Male,604,1.896,0.664,0.047,1.278
CMP1032,Shop & Share,Paid Ads,2022-09-02,2024-05-18,70460.8,25934.4,21633.6,1474.624,5615.696,Suceava,55+,Female,624,2.808,0.368,0.834,0.068
CMP1033,Deal of the Day,Email,2022-10-27,2024-06-26,28619.2,21419.2,7937.6,1046.096,2276.24,Târgu Mureș,35-44,Female,608,1.176,0.748,0.371,0.132
CMP1034,Deal of the Day,Social Media,2022-12-29,2024-09-08,27515.2,27086.4,356.8,4890.576,15314.896,Galați,25-34,Male,619,2.132,0.984,0.013,13.707
CMP1035,Seasonal Steals,Email,2022-05-11,2024-01-29,66118.4,46544.0,35721.6,7695.024,14986.352,Suceava,35-44,Male,628,0.948,0.704,0.767,0.215
CMP1036,Deal of the Day,Social Media,2022-12-14,2024-08-11,73212.8,32147.2,5452.8,6795.312,10637.024,Baia Mare,55+,Male,606,0.565,0.439,0.17,1.246
CMP1037,Wishlist Wonders,Paid Ads,2022-06-25,2024-02-26,54872.0,14075.2,1092.8,6094.048,16701.52,Suceava,45-54,Female,611,1.741,0.257,0.078,5.577
CMP1038,Wishlist Wonders,Influencer Marketing,2022-08-17,2024-04-24,40881.6,4609.6,3284.8,4409.312,12939.328,Suceava,45-54,Female,616,1.935,0.113,0.713,1.342
CMP1039,Cart to Couch,Influencer Marketing,2022-10-06,2024-05-30,29440.0,18460.8,7224.0,1808.24,2714.048,Baia Mare,45-54,Male,602,0.501,0.627,0.391,0.25
CMP1040,Wishlist Wonders,Email,2022-12-28,2024-09-17,19190.4,14910.4,10158.4,3619.472,12565.552,Târgu Mureș,45-54,Male,629,2.472,0.777,0.681,0.356
CMP1041,Deal of the Day,Email,2022-10-26,2024-07-08,72441.6,36862.4,15816.0,1569.312,5346.08,Bacău,18-24,Male,621,2.407,0.509,0.429,0.099
CMP1042,Wishlist Wonders,Influencer Marketing,2022-10-07,2024-06-04,68022.4,12633.6,4168.0,1677.968,3927.712,Suceava,18-24,Male,606,1.341,0.186,0.33,0.403
CMP1043,Cart to Couch,Email,2022-11-10,2024-07-17,33374.4,23208.0,8262.4,3326.384,8537.248,Baia Mare,35-44,Male,615,1.567,0.695,0.356,0.403
CMP1044,Flash Sale Frenzy,Email,2022-11-13,2024-07-13,26587.2,21438.4,3478.4,2883.264,3976.432,Baia Mare,55+,Female,608,0.379,0.806,0.162,0.829
CMP1045,Seasonal Steals,Influencer Marketing,2022-11-06,2024-07-21,72876.8,53488.0,39390.4,6600.88,14403.248,Baia Mare,18-24,Male,623,1.182,0.734,0.736,0.168
CMP1046,Wishlist Wonders,Email,2022-06-07,2024-01-29,7006.4,3158.4,2534.4,4399.6,8514.224,Baia Mare,25-34,Male,601,0.935,0.451,0.802,1.736
CMP1047,Seasonal Steals,Social Media,2022-08-30,2024-05-15,76286.4,50638.4,39886.4,217.04,764.032,Baia Mare,55+,Female,624,2.52,0.664,0.788,0.005
CMP1048,Deal of the Day,Social Media,2022-12-02,2024-07-28,60579.2,44712.0,30123.2,6987.392,11356.24,Galați,45-54,Female,604,0.625,0.738,0.674,0.232
CMP1049,Wishlist Wonders,Paid Ads,2022-07-06,2024-03-14,9377.6,1916.8,432.0,6154.016,16907.936,Suceava,25-34,Male,617,1.747,0.204,0.225,14.245
CMP1050,Wishlist Wonders,Influencer Marketing,2023-02-17,2024-10-10,20131.2,18416.0,5390.4,1388.368,4514.224,Bacău,18-24,Male,601,2.251,0.915,0.293,0.258
CMP1051,Cart to Couch,Email,2023-01-16,2024-09-11,79641.6,49016.0,23929.6,379.312,573.584,Baia Mare,25-34,Male,604,0.512,0.615,0.488,0.016
CMP1052,Deal of the Day,Email,2023-01-21,2024-09-16,67230.4,44344.0,17006.4,5705.04,9124.4,Bacău,18-24,Female,604,0.599,0.66,0.384,0.335
CMP1053,Cart to Couch,Email,2022-10-21,2024-07-11,68542.4,60745.6,30692.8,5175.184,20458.784,Galați,45-54,Male,629,2.953,0.886,0.505,0.169
CMP1054,Seasonal Steals,Social Media,2022-12-23,2024-09-06,31054.4,4054.4,3700.8,1055.584,3805.6,Suceava,55+,Male,623,2.605,0.131,0.913,0.285
CMP1055,Cart to Couch,Paid Ads,2022-05-14,2024-01-25,45561.6,16216.0,3328.0,4759.776,6799.312,Bacău,45-54,Male,621,0.428,0.356,0.205,1.43
CMP1056,Wishlist Wonders,Influencer Marketing,2022-07-26,2024-04-06,11081.6,3952.0,257.6,1161.344,3772.16,Galați,45-54,Male,620,2.248,0.357,0.065,4.508
CMP1057,Seasonal Steals,Social Media,2023-01-24,2024-09-30,66374.4,29100.8,304.0,2514.368,5917.68,Galați,18-24,Male,615,1.354,0.438,0.01,8.271
CMP1058,Cart to Couch,Email,2022-10-21,2024-07-02,47729.6,46825.6,12374.4,3709.472,5300.32,Baia Mare,18-24,Male,620,0.429,0.981,0.264,0.3
CMP1059,Wishlist Wonders,Email,2023-02-21,2024-10-27,17152.0,13699.2,2664.0,2244.656,4644.432,Galați,35-44,Male,614,1.069,0.799,0.194,0.843
CMP1060,Flash Sale Frenzy,Email,2022-12-22,2024-08-25,76014.4,32417.6,28806.4,4115.824,6067.232,Baia Mare,35-44,Male,612,0.474,0.426,0.889,0.143
CMP1061,Flash Sale Frenzy,Email,2022-11-06,2024-07-20,53878.4,24083.2,10963.2,1202.752,3123.456,Târgu Mureș,55+,Male,622,1.597,0.447,0.455,0.11
CMP1062,Shop & Share,Influencer Marketing,2022-11-13,2024-07-22,2924.8,2208.0,24.0,7345.952,12941.056,Baia Mare,25-34,Male,617,0.762,0.755,0.011,306.081
CMP1063,Flash Sale Frenzy,Social Media,2022-06-03,2024-02-10,2635.2,2580.8,2286.4,4163.44,15581.84,Baia Mare,35-44,Male,617,2.743,0.979,0.886,1.821
CMP1064,Deal of the Day,Influencer Marketing,2022-08-12,2024-04-24,24302.4,1256.0,745.6,3027.584,8897.408,Târgu Mureș,35-44,Female,621,1.939,0.052,0.594,4.061
CMP1065,Deal of the Day,Influencer Marketing,2023-01-11,2024-09-07,3932.8,2824.0,92.8,7153.264,22454.384,Bacău,35-44,Male,605,2.139,0.718,0.033,77.083
CMP1066,Flash Sale Frenzy,Email,2022-11-27,2024-08-06,78347.2,25238.4,18932.8,3149.968,6778.336,Galați,25-34,Female,618,1.152,0.322,0.75,0.166
CMP1067,Cart to Couch,Social Media,2022-12-17,2024-09-04,37534.4,32056.0,20273.6,5085.36,9127.104,Suceava,55+,Male,627,0.795,0.854,0.632,0.251
CMP1068,Wishlist Wonders,Influencer Marketing,2022-07-04,2024-03-05,70755.2,34366.4,3923.2,627.12,1145.024,Baia Mare,25-34,Female,610,0.826,0.486,0.114,0.16
CMP1069,Seasonal Steals,Paid Ads,2022-11-28,2024-08-17,18464.0,15083.2,9116.8,575.856,2141.584,Suceava,35-44,Male,628,2.719,0.817,0.604,0.063
CMP1070,Deal of the Day,Social Media,2022-09-03,2024-05-03,15617.6,7710.4,7081.6,3675.136,6854.608,Baia Mare,18-24,Male,608,0.865,0.494,0.918,0.519
CMP1071,Cart to Couch,Email,2023-01-01,2024-09-19,60580.8,19980.8,6395.2,5312.384,17893.04,Baia Mare,55+,Male,627,2.368,0.33,0.32,0.831
CMP1072,Cart to Couch,Social Media,2023-02-23,2024-10-19,51867.2,21608.0,3891.2,6942.72,18143.36,Baia Mare,45-54,Male,604,1.613,0.417,0.18,1.784
CMP1073,Shop & Share,Social Media,2022-09-01,2024-05-22,47652.8,11334.4,6867.2,6700.832,19421.168,Bacău,25-34,Female,629,1.898,0.238,0.606,0.976
CMP1074,Flash Sale Frenzy,Email,2022-10-05,2024-06-21,15153.6,2992.0,795.2,480.096,1328.512,Baia Mare,25-34,Female,625,1.767,0.197,0.266,0.604
CMP1075,Cart to Couch,Social Media,2023-03-02,2024-11-20,57073.6,18272.0,3148.8,5120.016,12012.832,Galați,25-34,Male,629,1.346,0.32,0.172,1.626
CMP1076,Cart to Couch,Social Media,2022-07-19,2024-03-27,9750.4,4729.6,3224.0,3645.072,13489.888,Baia Mare,55+,Female,617,2.701,0.485,0.682,1.131
CMP1077,Wishlist Wonders,Influencer Marketing,2022-07-04,2024-02-27,19123.2,15089.6,11083.2,6122.848,15679.616,Bacău,18-24,Female,603,1.561,0.789,0.734,0.552
CMP1078,Cart to Couch,Social Media,2023-02-05,2024-10-26,59030.4,32483.2,13068.8,3028.576,11599.152,Galați,18-24,Male,629,2.83,0.55,0.402,0.232
CMP1079,Deal of the Day,Email,2023-03-05,2024-10-28,46224.0,8225.6,2187.2,7958.224,19829.712,Galați,45-54,Female,603,1.492,0.178,0.266,3.639
CMP1080,Shop & Share,Social Media,2022-07-15,2024-03-12,3164.8,3089.6,2187.2,2737.952,3696.624,Suceava,35-44,Male,606,0.35,0.976,0.708,1.252
CMP1081,Cart to Couch,Email,2023-01-14,2024-09-29,13292.8,11876.8,2008.0,448.0,1771.024,Baia Mare,18-24,Female,624,2.953,0.893,0.169,0.223
CMP1082,Seasonal Steals,Email,2023-01-10,2024-09-12,44499.2,4952.0,504.0,1344.624,3800.864,Baia Mare,35-44,Female,611,1.827,0.111,0.102,2.668
CMP1083,Shop & Share,Email,2023-01-20,2024-09-27,13028.8,6673.6,884.8,6124.976,20333.456,Baia Mare,25-34,Male,616,2.32,0.512,0.133,6.922
CMP1084,Shop & Share,Paid Ads,2022-12-09,2024-08-07,67456.0,32796.8,11963.2,2563.744,6111.296,Baia Mare,18-24,Male,607,1.384,0.486,0.365,0.214
CMP1085,Deal of the Day,Social Media,2022-12-15,2024-09-05,62404.8,41939.2,41648.0,7721.712,12783.488,Baia Mare,25-34,Male,630,0.656,0.672,0.993,0.185
CMP1086,Cart to Couch,Influencer Marketing,2023-02-21,2024-10-22,57316.8,49825.6,7155.2,5952.752,7959.968,Baia Mare,25-34,Female,609,0.337,0.869,0.144,0.832
CMP1087,Seasonal Steals,Influencer Marketing,2022-11-01,2024-07-01,37374.4,25963.2,19364.8,949.104,2249.584,Suceava,45-54,Female,608,1.37,0.695,0.746,0.049
CMP1088,Flash Sale Frenzy,Email,2023-02-11,2024-10-24,42593.6,35921.6,7334.4,615.344,1936.416,Baia Mare,18-24,Male,621,2.147,0.843,0.204,0.084
CMP1089,Flash Sale Frenzy,Social Media,2023-02-16,2024-10-25,20004.8,17036.8,4443.2,3919.888,12787.408,Târgu Mureș,55+,Male,617,2.262,0.852,0.261,0.882
CMP1090,Cart to Couch,Paid Ads,2023-02-18,2024-10-24,42561.6,41548.8,29774.4,3757.632,10839.152,Bacău,35-44,Male,614,1.885,0.976,0.717,0.126
CMP1091,Seasonal Steals,Email,2022-11-30,2024-08-06,20891.2,18043.2,9612.8,537.952,1482.064,Bacău,35-44,Female,615,1.755,0.864,0.533,0.056
CMP1092,Deal of the Day,Influencer Marketing,2022-09-08,2024-05-19,22073.6,18561.6,2860.8,7826.72,9640.208,Suceava,18-24,Male,619,0.232,0.841,0.154,2.736
CMP1093,Flash Sale Frenzy,Paid Ads,2022-06-16,2024-02-23,43376.0,427.2,12.8,916.896,2511.872,Baia Mare,35-44,Female,617,1.74,0.01,0.03,71.632
CMP1094,Seasonal Steals,Social Media,2022-10-07,2024-06-04,13300.8,12614.4,6144.0,815.056,1755.52,Târgu Mureș,55+,Female,606,1.154,0.948,0.487,0.133
CMP1095,Cart to Couch,Email,2022-09-25,2024-06-07,11936.0,4676.8,2841.6,6560.352,18211.936,Galați,45-54,Female,621,1.776,0.392,0.608,2.309
CMP1096,Cart to Couch,Influencer Marketing,2022-07-07,2024-03-15,74964.8,40460.8,21012.8,4649.424,17986.224,Baia Mare,35-44,Female,617,2.868,0.54,0.519,0.221
CMP1097,Cart to Couch,Social Media,2022-08-15,2024-04-15,74500.8,55768.0,22699.2,5764.56,9440.112,Suceava,25-34,Female,609,0.638,0.749,0.407,0.254
CMP1098,Shop & Share,Social Media,2022-08-19,2024-05-10,33840.0,26552.0,17494.4,6288.048,24471.872,Târgu Mureș,25-34,Female,630,2.892,0.785,0.659,0.359
CMP1099,Deal of the Day,Influencer Marketing,2022-09-02,2024-05-14,43438.4,42588.8,4032.0,910.816,1743.488,Galați,55+,Female,620,0.914,0.98,0.095,0.226
CMP1100,Seasonal Steals,Email,2022-10-11,2024-06-10,46112.0,3200.0,1139.2,4415.76,16234.4,Suceava,25-34,Female,608,2.676,0.069,0.356,3.876
CMP1101,Deal of the Day,Email,2022-06-14,2024-02-06,27752.0,17224.0,4193.6,6056.288,10785.296,Târgu Mureș,55+,Female,602,0.781,0.621,0.243,1.444
CMP1102,Wishlist Wonders,Email,2022-09-13,2024-05-29,12435.2,1659.2,1392.0,4913.44,10386.912,Bacău,18-24,Female,624,1.114,0.133,0.839,3.53
CMP1103,Seasonal Steals,Paid Ads,2022-07-22,2024-04-12,39310.4,11857.6,7116.8,4833.936,17180.16,Târgu Mureș,45-54,Female,630,2.554,0.302,0.6,0.679
